2026-05-09 10:39:06,088 | INFO | agent  | Edge agent started (cmd_drop=0.00, cmd_delay_ms=0).
2026-05-09 10:53:54,232 | INFO | agent  | Sensor update: temperature=23.34
2026-05-09 10:53:54,233 | INFO | agent  | Sensor update: humidity=39.5
2026-05-09 10:53:54,233 | INFO | agent  | Sensor update: door=False
2026-05-09 10:53:54,233 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:53:54,233 | INFO | agent  | Sensor update: light=183.2
2026-05-09 10:53:55,739 | INFO | agent  | Sensor update: temperature=23.1
2026-05-09 10:53:55,740 | INFO | agent  | Sensor update: humidity=39.0
2026-05-09 10:53:55,740 | INFO | agent  | Sensor update: door=False
2026-05-09 10:53:55,740 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:53:55,740 | INFO | agent  | Sensor update: light=190.3
2026-05-09 10:53:57,244 | INFO | agent  | Sensor update: temperature=23.18
2026-05-09 10:53:57,244 | INFO | agent  | Sensor update: humidity=39.5
2026-05-09 10:53:57,244 | INFO | agent  | Sensor update: door=False
2026-05-09 10:53:57,244 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:53:57,244 | INFO | agent  | Sensor update: light=193.9
2026-05-09 10:53:58,745 | INFO | agent  | Sensor update: temperature=23.29
2026-05-09 10:53:58,745 | INFO | agent  | Sensor update: humidity=39.5
2026-05-09 10:53:58,746 | INFO | agent  | Sensor update: door=False
2026-05-09 10:53:58,746 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:53:58,746 | INFO | agent  | Sensor update: light=192.5
2026-05-09 10:54:00,253 | INFO | agent  | Sensor update: temperature=23.28
2026-05-09 10:54:00,253 | INFO | agent  | Sensor update: humidity=39.3
2026-05-09 10:54:00,254 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:00,254 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:00,255 | INFO | agent  | Sensor update: light=191.5
2026-05-09 10:54:01,757 | INFO | agent  | Sensor update: temperature=23.23
2026-05-09 10:54:01,758 | INFO | agent  | Sensor update: humidity=39.6
2026-05-09 10:54:01,758 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:01,758 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:01,759 | INFO | agent  | Sensor update: light=211.3
2026-05-09 10:54:03,264 | INFO | agent  | Sensor update: temperature=23.07
2026-05-09 10:54:03,265 | INFO | agent  | Sensor update: humidity=39.0
2026-05-09 10:54:03,265 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:03,265 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:03,265 | INFO | agent  | Sensor update: light=246.0
2026-05-09 10:54:04,769 | INFO | agent  | Sensor update: temperature=23.08
2026-05-09 10:54:04,770 | INFO | agent  | Sensor update: humidity=39.6
2026-05-09 10:54:04,771 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:04,771 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:04,771 | INFO | agent  | Sensor update: light=88.1
2026-05-09 10:54:06,275 | INFO | agent  | Sensor update: temperature=23.07
2026-05-09 10:54:06,275 | INFO | agent  | Sensor update: humidity=39.3
2026-05-09 10:54:06,275 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:06,276 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:06,276 | INFO | agent  | Sensor update: light=107.8
2026-05-09 10:54:07,777 | INFO | agent  | Sensor update: temperature=23.31
2026-05-09 10:54:07,777 | INFO | agent  | Sensor update: humidity=39.7
2026-05-09 10:54:07,777 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:07,777 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:07,777 | INFO | agent  | Sensor update: light=141.8
2026-05-09 10:54:09,278 | INFO | agent  | Sensor update: temperature=23.54
2026-05-09 10:54:09,278 | INFO | agent  | Sensor update: humidity=39.1
2026-05-09 10:54:09,278 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:09,278 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:09,278 | INFO | agent  | Sensor update: light=160.0
2026-05-09 10:54:10,783 | INFO | agent  | Sensor update: temperature=23.44
2026-05-09 10:54:10,784 | INFO | agent  | Sensor update: humidity=38.7
2026-05-09 10:54:10,784 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:10,784 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:10,784 | INFO | agent  | Sensor update: light=185.9
2026-05-09 10:54:12,289 | INFO | agent  | Sensor update: temperature=23.19
2026-05-09 10:54:12,289 | INFO | agent  | Sensor update: humidity=38.9
2026-05-09 10:54:12,290 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:12,290 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:12,290 | INFO | agent  | Sensor update: light=217.6
2026-05-09 10:54:13,796 | INFO | agent  | Sensor update: temperature=23.21
2026-05-09 10:54:13,797 | INFO | agent  | Sensor update: humidity=38.7
2026-05-09 10:54:13,797 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:13,798 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:13,798 | INFO | agent  | Sensor update: light=238.8
2026-05-09 10:54:15,304 | INFO | agent  | Sensor update: temperature=23.14
2026-05-09 10:54:15,304 | INFO | agent  | Sensor update: humidity=39.2
2026-05-09 10:54:15,305 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:15,305 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:15,305 | INFO | agent  | Sensor update: light=260.8
2026-05-09 10:54:15,305 | INFO | agent  | Task enqueued p=3 device=light cmd=off
2026-05-09 10:54:15,517 | INFO | agent  | Dispatched command p=3 light=off (ambient-bright)
2026-05-09 10:54:15,518 | INFO | agent  | Device state sync: light=off
2026-05-09 10:54:16,810 | INFO | agent  | Sensor update: temperature=23.05
2026-05-09 10:54:16,810 | INFO | agent  | Sensor update: humidity=39.8
2026-05-09 10:54:16,810 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:16,810 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:16,810 | INFO | agent  | Sensor update: light=288.8
2026-05-09 10:54:18,313 | INFO | agent  | Sensor update: temperature=23.1
2026-05-09 10:54:18,314 | INFO | agent  | Sensor update: humidity=39.3
2026-05-09 10:54:18,314 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:18,314 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:18,314 | INFO | agent  | Sensor update: light=307.7
2026-05-09 10:54:19,818 | INFO | agent  | Sensor update: temperature=23.26
2026-05-09 10:54:19,820 | INFO | agent  | Sensor update: humidity=38.7
2026-05-09 10:54:19,821 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:19,822 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:19,822 | INFO | agent  | Sensor update: light=329.6
2026-05-09 10:54:21,324 | INFO | agent  | Sensor update: temperature=23.17
2026-05-09 10:54:21,325 | INFO | agent  | Sensor update: humidity=39.2
2026-05-09 10:54:21,325 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:21,325 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:21,325 | INFO | agent  | Sensor update: light=347.6
2026-05-09 10:54:22,829 | INFO | agent  | Sensor update: temperature=22.94
2026-05-09 10:54:22,829 | INFO | agent  | Sensor update: humidity=39.1
2026-05-09 10:54:22,829 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:22,829 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:22,829 | INFO | agent  | Sensor update: light=376.2
2026-05-09 10:54:24,336 | INFO | agent  | Sensor update: temperature=22.7
2026-05-09 10:54:24,336 | INFO | agent  | Sensor update: humidity=38.8
2026-05-09 10:54:24,336 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:24,336 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:24,336 | INFO | agent  | Sensor update: light=389.7
2026-05-09 10:54:25,840 | INFO | agent  | Sensor update: temperature=22.96
2026-05-09 10:54:25,840 | INFO | agent  | Sensor update: humidity=39.0
2026-05-09 10:54:25,841 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:25,841 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:25,841 | INFO | agent  | Sensor update: light=411.0
2026-05-09 10:54:27,347 | INFO | agent  | Sensor update: temperature=22.81
2026-05-09 10:54:27,347 | INFO | agent  | Sensor update: humidity=38.4
2026-05-09 10:54:27,348 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:27,348 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:27,348 | INFO | agent  | Sensor update: light=430.3
2026-05-09 10:54:28,853 | INFO | agent  | Sensor update: temperature=23.02
2026-05-09 10:54:28,854 | INFO | agent  | Sensor update: humidity=38.6
2026-05-09 10:54:28,854 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:28,854 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:28,854 | INFO | agent  | Sensor update: light=444.8
2026-05-09 10:54:30,356 | INFO | agent  | Sensor update: temperature=23.16
2026-05-09 10:54:30,356 | INFO | agent  | Sensor update: humidity=38.2
2026-05-09 10:54:30,357 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:30,357 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:30,357 | INFO | agent  | Sensor update: light=459.3
2026-05-09 10:54:31,861 | INFO | agent  | Sensor update: temperature=23.02
2026-05-09 10:54:31,861 | INFO | agent  | Sensor update: humidity=38.5
2026-05-09 10:54:31,861 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:31,861 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:31,861 | INFO | agent  | Sensor update: light=463.0
2026-05-09 10:54:33,367 | INFO | agent  | Sensor update: temperature=22.98
2026-05-09 10:54:33,367 | INFO | agent  | Sensor update: humidity=38.5
2026-05-09 10:54:33,368 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:33,368 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:33,368 | INFO | agent  | Sensor update: light=471.8
2026-05-09 10:54:34,871 | INFO | agent  | Sensor update: temperature=22.89
2026-05-09 10:54:34,871 | INFO | agent  | Sensor update: humidity=38.1
2026-05-09 10:54:34,871 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:34,871 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:34,871 | INFO | agent  | Sensor update: light=482.9
2026-05-09 10:54:36,378 | INFO | agent  | Sensor update: temperature=22.69
2026-05-09 10:54:36,378 | INFO | agent  | Sensor update: humidity=38.2
2026-05-09 10:54:36,378 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:36,378 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:36,378 | INFO | agent  | Sensor update: light=502.8
2026-05-09 10:54:37,881 | INFO | agent  | Sensor update: temperature=22.74
2026-05-09 10:54:37,882 | INFO | agent  | Sensor update: humidity=38.4
2026-05-09 10:54:37,882 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:37,882 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:37,882 | INFO | agent  | Sensor update: light=505.5
2026-05-09 10:54:39,387 | INFO | agent  | Sensor update: temperature=22.74
2026-05-09 10:54:39,387 | INFO | agent  | Sensor update: humidity=38.0
2026-05-09 10:54:39,388 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:39,388 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:39,388 | INFO | agent  | Sensor update: light=516.8
2026-05-09 10:54:40,893 | INFO | agent  | Sensor update: temperature=22.68
2026-05-09 10:54:40,894 | INFO | agent  | Sensor update: humidity=37.7
2026-05-09 10:54:40,894 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:40,895 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:40,895 | INFO | agent  | Sensor update: light=513.1
2026-05-09 10:54:42,397 | INFO | agent  | Sensor update: temperature=22.64
2026-05-09 10:54:42,397 | INFO | agent  | Sensor update: humidity=37.3
2026-05-09 10:54:42,397 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:42,398 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:42,398 | INFO | agent  | Sensor update: light=524.5
2026-05-09 10:54:43,899 | INFO | agent  | Sensor update: temperature=22.87
2026-05-09 10:54:43,899 | INFO | agent  | Sensor update: humidity=36.9
2026-05-09 10:54:43,899 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:43,899 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:43,900 | INFO | agent  | Sensor update: light=517.2
2026-05-09 10:54:45,405 | INFO | agent  | Sensor update: temperature=23.16
2026-05-09 10:54:45,405 | INFO | agent  | Sensor update: humidity=37.3
2026-05-09 10:54:45,406 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:45,406 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:45,406 | INFO | agent  | Sensor update: light=521.6
2026-05-09 10:54:46,912 | INFO | agent  | Sensor update: temperature=23.08
2026-05-09 10:54:46,912 | INFO | agent  | Sensor update: humidity=37.0
2026-05-09 10:54:46,913 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:46,913 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:46,913 | INFO | agent  | Sensor update: light=524.7
2026-05-09 10:54:48,414 | INFO | agent  | Sensor update: temperature=23.29
2026-05-09 10:54:48,414 | INFO | agent  | Sensor update: humidity=37.7
2026-05-09 10:54:48,414 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:48,414 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:48,415 | INFO | agent  | Sensor update: light=522.7
2026-05-09 10:54:49,921 | INFO | agent  | Sensor update: temperature=23.01
2026-05-09 10:54:49,921 | INFO | agent  | Sensor update: humidity=38.2
2026-05-09 10:54:49,921 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:49,922 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:54:49,922 | INFO | agent  | Sensor update: light=519.2
2026-05-09 10:54:51,429 | INFO | agent  | Sensor update: temperature=23.23
2026-05-09 10:54:51,429 | INFO | agent  | Sensor update: humidity=38.3
2026-05-09 10:54:51,430 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:51,430 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:51,430 | INFO | agent  | Sensor update: light=502.5
2026-05-09 10:54:52,935 | INFO | agent  | Sensor update: temperature=23.43
2026-05-09 10:54:52,936 | INFO | agent  | Sensor update: humidity=38.8
2026-05-09 10:54:52,936 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:52,936 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:52,936 | INFO | agent  | Sensor update: light=498.5
2026-05-09 10:54:54,442 | INFO | agent  | Sensor update: temperature=23.37
2026-05-09 10:54:54,442 | INFO | agent  | Sensor update: humidity=38.2
2026-05-09 10:54:54,442 | INFO | agent  | Sensor update: door=False
2026-05-09 10:54:54,442 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:54,442 | INFO | agent  | Sensor update: light=494.8
2026-05-09 10:54:55,949 | INFO | agent  | Sensor update: temperature=23.15
2026-05-09 10:54:55,950 | INFO | agent  | Sensor update: humidity=38.1
2026-05-09 10:54:55,950 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:55,950 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:55,950 | INFO | agent  | Sensor update: light=482.1
2026-05-09 10:54:57,454 | INFO | agent  | Sensor update: temperature=23.15
2026-05-09 10:54:57,454 | INFO | agent  | Sensor update: humidity=37.6
2026-05-09 10:54:57,454 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:57,454 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:57,454 | INFO | agent  | Sensor update: light=467.5
2026-05-09 10:54:58,960 | INFO | agent  | Sensor update: temperature=23.42
2026-05-09 10:54:58,961 | INFO | agent  | Sensor update: humidity=38.2
2026-05-09 10:54:58,961 | INFO | agent  | Sensor update: door=True
2026-05-09 10:54:58,961 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:54:58,961 | INFO | agent  | Sensor update: light=455.7
2026-05-09 10:55:00,464 | INFO | agent  | Sensor update: temperature=23.2
2026-05-09 10:55:00,464 | INFO | agent  | Sensor update: humidity=37.7
2026-05-09 10:55:00,464 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:00,464 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:00,464 | INFO | agent  | Sensor update: light=443.3
2026-05-09 10:55:01,970 | INFO | agent  | Sensor update: temperature=23.19
2026-05-09 10:55:01,970 | INFO | agent  | Sensor update: humidity=37.9
2026-05-09 10:55:01,971 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:01,971 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:01,971 | INFO | agent  | Sensor update: light=437.3
2026-05-09 10:55:03,477 | INFO | agent  | Sensor update: temperature=23.12
2026-05-09 10:55:03,478 | INFO | agent  | Sensor update: humidity=37.5
2026-05-09 10:55:03,478 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:03,478 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:03,478 | INFO | agent  | Sensor update: light=414.9
2026-05-09 10:55:04,983 | INFO | agent  | Sensor update: temperature=23.18
2026-05-09 10:55:04,984 | INFO | agent  | Sensor update: humidity=37.8
2026-05-09 10:55:04,984 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:04,984 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:04,984 | INFO | agent  | Sensor update: light=401.5
2026-05-09 10:55:06,489 | INFO | agent  | Sensor update: temperature=23.3
2026-05-09 10:55:06,489 | INFO | agent  | Sensor update: humidity=37.6
2026-05-09 10:55:06,489 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:06,489 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:06,489 | INFO | agent  | Sensor update: light=378.3
2026-05-09 10:55:07,995 | INFO | agent  | Sensor update: temperature=23.47
2026-05-09 10:55:07,996 | INFO | agent  | Sensor update: humidity=37.8
2026-05-09 10:55:07,996 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:07,996 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:07,996 | INFO | agent  | Sensor update: light=354.1
2026-05-09 10:55:09,499 | INFO | agent  | Sensor update: temperature=23.24
2026-05-09 10:55:09,499 | INFO | agent  | Sensor update: humidity=38.1
2026-05-09 10:55:09,499 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:09,499 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:09,499 | INFO | agent  | Sensor update: light=337.5
2026-05-09 10:55:11,001 | INFO | agent  | Sensor update: temperature=23.45
2026-05-09 10:55:11,001 | INFO | agent  | Sensor update: humidity=38.5
2026-05-09 10:55:11,001 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:11,001 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:11,001 | INFO | agent  | Sensor update: light=326.3
2026-05-09 10:55:12,508 | INFO | agent  | Sensor update: temperature=23.64
2026-05-09 10:55:12,508 | INFO | agent  | Sensor update: humidity=38.3
2026-05-09 10:55:12,509 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:12,509 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:12,509 | INFO | agent  | Sensor update: light=294.1
2026-05-09 10:55:14,015 | INFO | agent  | Sensor update: temperature=23.61
2026-05-09 10:55:14,015 | INFO | agent  | Sensor update: humidity=38.5
2026-05-09 10:55:14,016 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:14,016 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:14,017 | INFO | agent  | Sensor update: light=274.2
2026-05-09 10:55:15,522 | INFO | agent  | Sensor update: temperature=23.34
2026-05-09 10:55:15,522 | INFO | agent  | Sensor update: humidity=38.5
2026-05-09 10:55:15,522 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:15,522 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:15,523 | INFO | agent  | Sensor update: light=246.3
2026-05-09 10:55:15,971 | INFO | agent  | Device state sync: ac=off
2026-05-09 10:55:16,922 | INFO | agent  | Device state sync: ac=on
2026-05-09 10:55:17,028 | INFO | agent  | Sensor update: temperature=23.39
2026-05-09 10:55:17,028 | INFO | agent  | Sensor update: humidity=39.1
2026-05-09 10:55:17,029 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:17,029 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:17,029 | INFO | agent  | Sensor update: light=235.3
2026-05-09 10:55:18,533 | INFO | agent  | Sensor update: temperature=23.43
2026-05-09 10:55:18,533 | INFO | agent  | Sensor update: humidity=39.0
2026-05-09 10:55:18,533 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:18,533 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:18,533 | INFO | agent  | Sensor update: light=197.6
2026-05-09 10:55:20,038 | INFO | agent  | Sensor update: temperature=23.34
2026-05-09 10:55:20,038 | INFO | agent  | Sensor update: humidity=39.4
2026-05-09 10:55:20,039 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:20,039 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:20,039 | INFO | agent  | Sensor update: light=180.2
2026-05-09 10:55:21,544 | INFO | agent  | Sensor update: temperature=23.49
2026-05-09 10:55:21,545 | INFO | agent  | Sensor update: humidity=38.9
2026-05-09 10:55:21,545 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:21,545 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:21,545 | INFO | agent  | Sensor update: light=143.5
2026-05-09 10:55:23,050 | INFO | agent  | Sensor update: temperature=23.27
2026-05-09 10:55:23,050 | INFO | agent  | Sensor update: humidity=38.6
2026-05-09 10:55:23,051 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:23,051 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:23,051 | INFO | agent  | Sensor update: light=123.8
2026-05-09 10:55:23,873 | INFO | agent  | Task enqueued p=2 device=ac cmd=off
2026-05-09 10:55:23,875 | INFO | agent  | Dispatched command p=2 ac=off (no-motion-timeout)
2026-05-09 10:55:23,876 | INFO | agent  | Device state sync: ac=off
2026-05-09 10:55:24,554 | INFO | agent  | Sensor update: temperature=23.88
2026-05-09 10:55:24,554 | INFO | agent  | Sensor update: humidity=39.1
2026-05-09 10:55:24,555 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:24,555 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:24,555 | INFO | agent  | Sensor update: light=93.9
2026-05-09 10:55:26,056 | INFO | agent  | Sensor update: temperature=23.65
2026-05-09 10:55:26,057 | INFO | agent  | Sensor update: humidity=41.0
2026-05-09 10:55:26,057 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:26,057 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:26,057 | INFO | agent  | Sensor update: light=66.7
2026-05-09 10:55:27,561 | INFO | agent  | Sensor update: temperature=23.47
2026-05-09 10:55:27,562 | INFO | agent  | Sensor update: humidity=42.5
2026-05-09 10:55:27,562 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:27,562 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:27,562 | INFO | agent  | Sensor update: light=42.7
2026-05-09 10:55:29,065 | INFO | agent  | Sensor update: temperature=23.67
2026-05-09 10:55:29,065 | INFO | agent  | Sensor update: humidity=43.6
2026-05-09 10:55:29,065 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:29,065 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:29,065 | INFO | agent  | Sensor update: light=21.2
2026-05-09 10:55:30,569 | INFO | agent  | Sensor update: temperature=23.65
2026-05-09 10:55:30,569 | INFO | agent  | Sensor update: humidity=45.3
2026-05-09 10:55:30,569 | INFO | agent  | Sensor update: door=True
2026-05-09 10:55:30,570 | INFO | agent  | Task enqueued p=2 device=light cmd=on
2026-05-09 10:55:30,570 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:30,570 | INFO | agent  | Sensor update: light=11.6
2026-05-09 10:55:31,111 | INFO | agent  | Dispatched command p=2 light=on (door-open-dark)
2026-05-09 10:55:31,112 | INFO | agent  | Device state sync: light=on
2026-05-09 10:55:32,075 | INFO | agent  | Sensor update: temperature=24.01
2026-05-09 10:55:32,075 | INFO | agent  | Sensor update: humidity=45.7
2026-05-09 10:55:32,076 | INFO | agent  | Sensor update: door=True
2026-05-09 10:55:32,076 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:32,076 | INFO | agent  | Sensor update: light=187.0
2026-05-09 10:55:33,581 | INFO | agent  | Sensor update: temperature=24.19
2026-05-09 10:55:33,581 | INFO | agent  | Sensor update: humidity=45.8
2026-05-09 10:55:33,582 | INFO | agent  | Sensor update: door=True
2026-05-09 10:55:33,582 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:33,582 | INFO | agent  | Sensor update: light=181.1
2026-05-09 10:55:35,087 | INFO | agent  | Sensor update: temperature=24.52
2026-05-09 10:55:35,087 | INFO | agent  | Sensor update: humidity=46.3
2026-05-09 10:55:35,088 | INFO | agent  | Sensor update: door=True
2026-05-09 10:55:35,088 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:35,088 | INFO | agent  | Sensor update: light=189.8
2026-05-09 10:55:36,593 | INFO | agent  | Sensor update: temperature=24.64
2026-05-09 10:55:36,593 | INFO | agent  | Sensor update: humidity=46.3
2026-05-09 10:55:36,594 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:36,594 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:36,594 | INFO | agent  | Sensor update: light=194.2
2026-05-09 10:55:38,100 | INFO | agent  | Sensor update: temperature=24.86
2026-05-09 10:55:38,100 | INFO | agent  | Sensor update: humidity=46.6
2026-05-09 10:55:38,100 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:38,101 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:38,101 | INFO | agent  | Sensor update: light=181.4
2026-05-09 10:55:39,607 | INFO | agent  | Sensor update: temperature=25.12
2026-05-09 10:55:39,607 | INFO | agent  | Sensor update: humidity=46.9
2026-05-09 10:55:39,607 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:39,607 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:39,607 | INFO | agent  | Sensor update: light=192.0
2026-05-09 10:55:41,114 | INFO | agent  | Sensor update: temperature=25.46
2026-05-09 10:55:41,114 | INFO | agent  | Sensor update: humidity=46.7
2026-05-09 10:55:41,114 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:41,114 | INFO | agent  | Sensor update: pir=True
2026-05-09 10:55:41,114 | INFO | agent  | Sensor update: light=181.0
2026-05-09 10:55:42,620 | INFO | agent  | Sensor update: temperature=25.61
2026-05-09 10:55:42,621 | INFO | agent  | Sensor update: humidity=46.7
2026-05-09 10:55:42,621 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:42,621 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:42,621 | INFO | agent  | Sensor update: light=191.4
2026-05-09 10:55:44,127 | INFO | agent  | Sensor update: temperature=25.89
2026-05-09 10:55:44,127 | INFO | agent  | Sensor update: humidity=46.6
2026-05-09 10:55:44,127 | INFO | agent  | Sensor update: door=False
2026-05-09 10:55:44,128 | INFO | agent  | Sensor update: pir=False
2026-05-09 10:55:44,128 | INFO | agent  | Sensor update: light=194.6
2026-05-09 10:55:45,633 | INFO | agent  | Sensor update: temperature=26.01
2026-05-09 10:55:45,634 | INFO | agent  | Sensor update: humidity=46.5
